uuid,variable_type,variable_name,equipment_ID,equipment_type
b6cfde07-696d-4843-9026-b732d49fe6e1,ActFlow,1-1-7_ActFlow,1-1-7,VAV
a752d35b-5501-486f-9cfa-0fd0acfd3354,SuppliedFanSpeedAHU1,SuppliedFanSpeedAHU1,AHU1,AHU
2e110125-283b-42a5-8bdd-d8a325595529,OutsideTempAHU1,OutsideTempAHU1,AHU1,AHU
75002132-cfe7-4b72-858c-7756f2c66e34,SuppliedFanSpeedAHU2,SuppliedFanSpeedAHU2,AHU2,AHU
dddf2c2b-5bbf-49f4-97c1-ce1fbbc13a76,OutsideTempAHU2,OutsideTempAHU2,AHU2,AHU
56abadf7-2c7e-4461-b11a-911459a71e23,SuppliedTempAHU2,SuppliedTempAHU2,AHU2,AHU
1cadea09-8a9e-40a8-acb7-d5bb7924241a,SuppliedTempAHU1,SuppliedTempAHU1,AHU1,AHU
81137143-b1c7-4e28-8c85-b383d97735a4,boiler_flow,boiler_flow,boiler,boiler
89f12123-bf91-40a9-a215-959b2a8f88a1,boiler_gas,boiler_gas,boiler,boiler
78534063-2ab0-435e-b3c1-e0ebc3e6e799,boiler_returnTemp,boiler_returnTemp,boiler,boiler
a4b91df3-2d4e-473e-90c6-111e39f821f6,boiler_suppliedTemp,boiler_suppliedTemp,boiler,boiler
c214d7fa-9e13-4099-a588-c2e0e76e2dc6,DischargeTemp,1-3-9_DischargeTemp,1-3-9,VAV
53cfcaac-01ef-4359-ae15-e7f6b48cdaf2,DischargeTemp,2-4-14_DischargeTemp,2-4-14,VAV
18e7212b-1351-40e8-b0ac-318c79faee24,DischargeTemp,2-1-20_DischargeTemp,2-1-20,VAV
fa8777e3-9cc6-44cf-b7f6-a06ec9f40e2d,DischargeTemp,2-4-20_DischargeTemp,2-4-20,VAV
b3708760-2e35-495f-9c5b-aeb700bc2735,DischargeTemp,2-1-14_DischargeTemp,2-1-14,VAV
f8fe8ae3-411b-4d57-a179-2d5a4e56b577,DischargeTemp,1-4-8_DischargeTemp,1-4-8,VAV
2a37bf77-15e3-4d6a-90bb-155d5601b237,DischargeTemp,2-2-18_DischargeTemp,2-2-18,VAV
7d823290-9ee8-409c-ba09-7ab7f324469f,DischargeTemp,1-5-12_DischargeTemp,1-5-12,VAV
0a30ae5e-ee99-4ca5-9798-acd22f69da26,DischargeTemp,1-5-8_DischargeTemp,1-5-8,VAV
bc4f577c-4a3e-4710-9b7e-dbb805bec674,DischargeTemp,2-5-22_DischargeTemp,2-5-22,VAV
343731e3-4f75-49ea-b193-de966b39a8cd,DischargeTemp,2-1-11_DischargeTemp,2-1-11,VAV
435f4b97-a05b-45ee-ac6b-abd7d440dbdb,DischargeTemp,2-5-17B_DischargeTemp,2-5-17B,VAV
8ea830ee-9e19-422c-96f5-cf7b14d3ea9d,DischargeTemp,1-3-8_DischargeTemp,1-3-8,VAV
c4fe402e-c993-4e06-b184-ae2ba0b91caf,DischargeTemp,2-4-15_DischargeTemp,2-4-15,VAV
783d050f-0606-4c42-b58b-f79d40b886b9,DischargeTemp,1-5-16_DischargeTemp,1-5-16,VAV
e4a326d1-1405-40a8-8859-c3a696dc5c9d,DischargeTemp,1-2-8_DischargeTemp,1-2-8,VAV
c012649a-31b0-4a10-88c9-5141b2b833ad,DischargeTemp,2-4-21_DischargeTemp,2-4-21,VAV
5f85025a-8a9e-46f6-a9cb-54b84a4a8044,DischargeTemp,2-1-15_DischargeTemp,2-1-15,VAV
49041c38-b6d3-46e0-b270-1a28ec31d593,DischargeTemp,2-2-19_DischargeTemp,2-2-19,VAV
506d99f4-405b-4b3f-9be5-70d165515ee2,DischargeTemp,1-4-9_DischargeTemp,1-4-9,VAV
6660cfa9-15a5-4981-a6af-9ad4d1c04540,DischargeTemp,1-1-8_DischargeTemp,1-1-8,VAV
0ff3e31f-04ea-4d0f-928f-7a9568329b16,DischargeTemp,1-5-13_DischargeTemp,1-5-13,VAV
dcb92466-1c60-4b4c-a6b8-709d24ac355a,DischargeTemp,2-5-23_DischargeTemp,2-5-23,VAV
5202ff20-4e60-4760-8a36-e07636081355,DischargeTemp,1-5-9_DischargeTemp,1-5-9,VAV
33cdb124-d020-4966-998c-127dd80b3c7d,DischargeTemp,2-4-24_DischargeTemp,2-4-24,VAV
f387e0c5-2979-4353-a362-582110aa0d6c,DischargeTemp,2-4-16_DischargeTemp,2-4-16,VAV
0b0f38db-cf93-4ff0-81d3-0de80e4e90f6,DischargeTemp,2-3-18_DischargeTemp,2-3-18,VAV
fcde8a6f-23c2-47f7-b8b0-a09c33ac87bf,DischargeTemp,2-5-25_DischargeTemp,2-5-25,VAV
248e2d70-cbc8-42ae-8e93-ee773bc2915a,DischargeTemp,2-1-16_DischargeTemp,2-1-16,VAV
d67a84cf-7afd-4848-aa56-40330cd15bd3,DischargeTemp,2-1-27_DischargeTemp,2-1-27,VAV
2b1befd6-0e11-4429-b818-4bfc01b5c70c,DischargeTemp,1-5-10_DischargeTemp,1-5-10,VAV
7ce4d9b4-f787-4781-b98c-e6a29222b3b4,DischargeTemp,2-5-20_DischargeTemp,2-5-20,VAV
19835836-184f-4b27-9a4b-b91db0c27695,DischargeTemp,2-1-13_DischargeTemp,2-1-13,VAV
97efba35-ccd8-4796-bc17-774f2fb2dbc9,DischargeTemp,2-4-17_DischargeTemp,2-4-17,VAV
f9baa2b7-b2de-4b14-ad14-c97f16912162,DischargeTemp,2-3-19_DischargeTemp,2-3-19,VAV
bed33b20-1140-46cc-892b-8c8a148cae83,DischargeTemp,2-5-24_DischargeTemp,2-5-24,VAV
e59ed92d-f33d-4866-aba4-9edcff4f02e2,DischargeTemp,2-1-17_DischargeTemp,2-1-17,VAV
a1447035-0330-48c4-b2ba-585b5f1bcdea,DischargeTemp,1-5-11_DischargeTemp,1-5-11,VAV
76fc1ddf-c196-4c53-b258-ad96705e231a,DischargeTemp,2-5-21_DischargeTemp,2-5-21,VAV
91453578-d2fb-4712-a1b4-0f8805b0ac86,DischargeTemp,2-1-12_DischargeTemp,2-1-12,VAV
3808a56b-deac-479e-be5a-c6551d67f783,DischargeTemp,2-3-15_DischargeTemp,2-3-15,VAV
9cebbac1-be31-47fd-b6a0-6d30ecda50a1,DischargeTemp,1-1-3_DischargeTemp,1-1-3,VAV
4ab5644e-638c-43ab-adf5-7d3b373b5b8b,DischargeTemp,1-4-2_DischargeTemp,1-4-2,VAV
c8a2e0a1-b239-47eb-b178-d21d794fa2be,DischargeTemp,2-2-12_DischargeTemp,2-2-12,VAV
c27853f9-5b02-441a-8077-5b4df7c27021,DischargeTemp,1-3-6_DischargeTemp,1-3-6,VAV
1320ee13-41ac-41b0-8c93-4ca10fbb646b,DischargeTemp,2-3-21_DischargeTemp,2-3-21,VAV
9ef5fbff-7d8b-46d8-9c83-09907265dd44,DischargeTemp,1-2-6_DischargeTemp,1-2-6,VAV
9a54c78e-78f8-4fc4-91a4-5d5e173e6ee4,DischargeTemp,1-5-2_DischargeTemp,1-5-2,VAV
2bc139e4-1e8c-4c88-b07c-88a061a49d2d,DischargeTemp,1-1-6_DischargeTemp,1-1-6,VAV
9f05a836-77c6-4a5e-b050-d1a722bbf5d2,DischargeTemp,1-3-3_DischargeTemp,1-3-3,VAV
477e61c1-9359-4b63-8b75-bed2db6990f9,DischargeTemp,2-5-19_DischargeTemp,2-5-19,VAV
f797abf8-87d5-46ce-be21-e08c4a7f8aab,DischargeTemp,2-2-17_DischargeTemp,2-2-17,VAV
cf0e4e03-93d5-4e95-94ce-361877f7aa17,DischargeTemp,1-4-7_DischargeTemp,1-4-7,VAV
3684ca72-39e9-4564-a95f-5c021bc6ff4c,DischargeTemp,1-5-7_DischargeTemp,1-5-7,VAV
934c8f03-a341-462b-9d70-c663e4badd44,DischargeTemp,1-2-3_DischargeTemp,1-2-3,VAV
f1bece0c-af08-4201-bad7-8ea4083c295e,DischargeTemp,2-3-14_DischargeTemp,2-3-14,VAV
6d6cf7ff-017e-42ce-9ee3-78e2cc7c09ce,DischargeTemp,1-1-2_DischargeTemp,1-1-2,VAV
f58d016a-7e4e-4492-aabc-a720cbde1b29,DischargeTemp,2-2-13_DischargeTemp,2-2-13,VAV
be52a931-18bb-45be-b7c2-882d251fa83c,DischargeTemp,1-3-10_DischargeTemp,1-3-10,VAV
1165a254-e8c7-45a9-9b5b-40fff90c5996,DischargeTemp,1-4-3_DischargeTemp,1-4-3,VAV
6ea08784-ff03-4530-a8a1-2e39926a4d5e,DischargeTemp,1-3-7_DischargeTemp,1-3-7,VAV
4e20e863-ca9e-4105-b2d1-315793af12a7,DischargeTemp,2-3-20_DischargeTemp,2-3-20,VAV
2ba7e4fb-914f-4d6c-9b16-d486ced51aa7,DischargeTemp,2-B-1_DischargeTemp,2-B-1,VAV
b48ff55d-b2d7-4efe-8019-160f55f7b07a,DischargeTemp,1-2-7_DischargeTemp,1-2-7,VAV
f6c13945-47eb-498e-87e0-772adc3be999,DischargeTemp,1-5-3_DischargeTemp,1-5-3,VAV
1d6c57a6-7548-43bc-93f3-8d808d7137ed,DischargeTemp,1-1-7_DischargeTemp,1-1-7,VAV
a5bf261b-65c4-4565-be67-33c45a3b6038,DischargeTemp,1-3-2_DischargeTemp,1-3-2,VAV
ea396fb3-db27-40ed-a11d-768d9853091c,DischargeTemp,1-4-6_DischargeTemp,1-4-6,VAV
c08d5196-d16e-4f08-8e8e-a86fc73c68b6,DischargeTemp,2-2-16_DischargeTemp,2-2-16,VAV
518f33d2-d4a4-457b-8a63-79f05acd4a9a,DischargeTemp,1-5-6_DischargeTemp,1-5-6,VAV
2dcad37d-4308-4c9a-a5ed-8cf728bff56a,DischargeTemp,2-2-22_DischargeTemp,2-2-22,VAV
6cd89ea7-40e8-4e2a-ad40-6ed08b74ed0c,DischargeTemp,1-2-2_DischargeTemp,1-2-2,VAV
d8ddaa07-0557-4240-b2ee-2a63187dbd63,DischargeTemp,2-3-17_DischargeTemp,2-3-17,VAV
8571dc53-ff25-4a43-a280-74b247cf27b6,DischargeTemp,2-4-19_DischargeTemp,2-4-19,VAV
a65c7155-95d2-4558-b0ba-9fc39bb20dec,DischargeTemp,1-1-1_DischargeTemp,1-1-1,VAV
0bbff594-ab96-463a-b845-1166774a5cd5,DischargeTemp,1-3-4_DischargeTemp,1-3-4,VAV
0a1c5b24-54ec-4210-8193-1f4ca1f71ef7,DischargeTemp,2-1-19_DischargeTemp,2-1-19,VAV
7543b793-f3bb-479a-9ce7-ccf64d51148a,DischargeTemp,1-2-4_DischargeTemp,1-2-4,VAV
92de5c6c-5601-4262-bf47-110514d670cc,DischargeTemp,1-1-4_DischargeTemp,1-1-4,VAV
ec9b2390-0168-4fb1-9fed-44ec2e37a4c4,DischargeTemp,1-3-1_DischargeTemp,1-3-1,VAV
5b10f072-1633-4a55-82a3-447fc8e2b70d,DischargeTemp,1-4-5_DischargeTemp,1-4-5,VAV
f33f5701-78ae-4a19-9108-97a722ee0ede,DischargeTemp,2-2-15_DischargeTemp,2-2-15,VAV
b46a405e-9d8a-4877-9693-a22940878502,DischargeTemp,1-5-5_DischargeTemp,1-5-5,VAV
9e9f49a9-49e4-4ee4-90f5-7026fc5d2207,DischargeTemp,1-2-1_DischargeTemp,1-2-1,VAV
911b3441-1f74-4d4d-9c13-956cbd3e590f,DischargeTemp,2-2-21_DischargeTemp,2-2-21,VAV
ca81613c-2e3f-4534-ba41-38779a387e66,DischargeTemp,2-3-16_DischargeTemp,2-3-16,VAV
2f900541-174b-4148-9f9f-732cfcd18bdb,DischargeTemp,2-4-18_DischargeTemp,2-4-18,VAV
e0c04a45-ad26-4af4-8030-13540360d06c,DischargeTemp,1-4-1_DischargeTemp,1-4-1,VAV
ceaec870-5170-4fef-85e9-678434dc0e90,DischargeTemp,1-3-5_DischargeTemp,1-3-5,VAV
1aa30a62-f380-4dde-91bd-5552124d3fa4,DischargeTemp,2-3-22_DischargeTemp,2-3-22,VAV
b5a6334c-123f-4cf7-bb3e-debe5329d793,DischargeTemp,2-1-18_DischargeTemp,2-1-18,VAV
e89a9c74-01bb-4fb8-a312-429bc976b846,DischargeTemp,2-4-17A_DischargeTemp,2-4-17A,VAV
b31a939c-5e38-4efc-ad1e-187b7703cfec,DischargeTemp,1-2-5_DischargeTemp,1-2-5,VAV
38d8561f-eaf2-4ec7-8036-5e906facf39c,DischargeTemp,1-5-1_DischargeTemp,1-5-1,VAV
90caa7e8-89c6-4ca5-a184-a4a1b172f9ce,DischargeTemp,1-1-5_DischargeTemp,1-1-5,VAV
dfb13fdf-033d-4885-8ac3-f821a241e2e1,DischargeTemp,2-2-14_DischargeTemp,2-2-14,VAV
b5ea5a01-5c7c-4698-8068-3573166b0365,DischargeTemp,1-4-4_DischargeTemp,1-4-4,VAV
b9d9d4e9-7883-4f11-9984-c4c397785350,DischargeTemp,1-5-4_DischargeTemp,1-5-4,VAV
aae275c1-918a-4842-9893-911414634950,DischargeTemp,2-2-20_DischargeTemp,2-2-20,VAV
da5cc505-3449-42b9-b58e-b5d0e72d4d8c,MaxFlowHeatSP,2-1-27_MaxFlowHeatSP,2-1-27,VAV
dde16227-5564-4b1d-9494-6193e5a4b449,MaxFlowHeatSP,1-5-10_MaxFlowHeatSP,1-5-10,VAV
65b1a418-7ddd-4dc9-ac20-e2444dddf303,MaxFlowHeatSP,2-5-20_MaxFlowHeatSP,2-5-20,VAV
974fea81-63de-4033-bb09-925d67bc66ce,MaxFlowHeatSP,2-1-13_MaxFlowHeatSP,2-1-13,VAV
66018cab-b2e1-4ad6-ac06-b71f787ec265,MaxFlowHeatSP,2-4-16_MaxFlowHeatSP,2-4-16,VAV
8fa3e6e5-1829-4668-872e-dbdd1c8aa7f8,MaxFlowHeatSP,2-3-18_MaxFlowHeatSP,2-3-18,VAV
fd0224a7-d6fe-42e0-803b-11ff4c4fd9aa,MaxFlowHeatSP,2-5-25_MaxFlowHeatSP,2-5-25,VAV
b0728981-b81b-4f97-9451-37540cc6a4af,MaxFlowHeatSP,2-1-16_MaxFlowHeatSP,2-1-16,VAV
74db7dea-af84-457d-a5c6-658409b6cde5,MaxFlowHeatSP,1-5-11_MaxFlowHeatSP,1-5-11,VAV
6aec7a37-86c9-465d-97fa-9d46b75928d5,MaxFlowHeatSP,2-5-21_MaxFlowHeatSP,2-5-21,VAV
85515657-d893-4ffe-9a6a-5daf8f5ab85e,MaxFlowHeatSP,2-1-12_MaxFlowHeatSP,2-1-12,VAV
88d318a6-fa0e-4128-93be-a80f3111ed28,MaxFlowHeatSP,2-4-17_MaxFlowHeatSP,2-4-17,VAV
c3464ae6-3e82-4ffd-a85f-5e0e4bd6831b,MaxFlowHeatSP,2-3-19_MaxFlowHeatSP,2-3-19,VAV
1cf2306c-adc9-467d-98c6-2d1394195014,MaxFlowHeatSP,2-5-24_MaxFlowHeatSP,2-5-24,VAV
559f8156-1a94-47f4-8d34-ed577e8bf5ba,MaxFlowHeatSP,2-1-17_MaxFlowHeatSP,2-1-17,VAV
fd47c511-2ead-4aca-91f6-625d0400e794,MaxFlowHeatSP,2-2-18_MaxFlowHeatSP,2-2-18,VAV
b2022bba-c814-431c-b7c8-a5d9544b6bfc,MaxFlowHeatSP,1-4-8_MaxFlowHeatSP,1-4-8,VAV
b7c386b3-6f99-46ad-a1af-023d72fc4b4c,MaxFlowHeatSP,1-5-12_MaxFlowHeatSP,1-5-12,VAV
efef5139-eb41-403d-b669-a673c525c5a5,MaxFlowHeatSP,2-5-22_MaxFlowHeatSP,2-5-22,VAV
8bc5e401-9dc7-4b1e-84cc-78184fe59543,MaxFlowHeatSP,1-5-8_MaxFlowHeatSP,1-5-8,VAV
d1bbaa6c-acbe-4fb0-a05c-a2d598cae4b3,MaxFlowHeatSP,2-1-11_MaxFlowHeatSP,2-1-11,VAV
db82bab8-bed6-474a-a25b-9b92611bb296,MaxFlowHeatSP,2-5-17B_MaxFlowHeatSP,2-5-17B,VAV
e3c6abab-275b-4540-8983-b1cb8de5df70,MaxFlowHeatSP,1-3-9_MaxFlowHeatSP,1-3-9,VAV
088e4336-83f0-4f83-b67d-d0e31100c628,MaxFlowHeatSP,2-4-14_MaxFlowHeatSP,2-4-14,VAV
611a5fd4-3c1f-49a2-bd67-f2889387ba0f,MaxFlowHeatSP,2-1-20_MaxFlowHeatSP,2-1-20,VAV
2ced4517-4753-418a-8f4f-31398dafc02e,MaxFlowHeatSP,2-4-20_MaxFlowHeatSP,2-4-20,VAV
4f1db341-aaa5-4c99-9775-bf19ccf879f9,MaxFlowHeatSP,2-1-14_MaxFlowHeatSP,2-1-14,VAV
140b47ce-1514-4d1f-9a7a-8c7a5ec7a561,MaxFlowHeatSP,1-4-9_MaxFlowHeatSP,1-4-9,VAV
64008e3d-4468-45e1-92ad-82d6673d1ac6,MaxFlowHeatSP,2-2-19_MaxFlowHeatSP,2-2-19,VAV
